title,nb_reviews,nb_positives,nb_negatives,score_moyen,keywords
Mufasa: The Lion King,3,3,0,0.35,"good, thats, great, looks, movie, one, quite, bit, film, young"
"Mujeres al borde de un ataque de ""nervios""",1,1,0,0.18,"morning, im, well, even, story, maura, left, barranco, virgin, sure"
Mulan,3,2,1,0.1,"film, mulan, one, also, disney, mushu, characters, every, like, time"
Murder on the Orient Express,5,5,0,0.11,"poirot, one, branagh, film, hercule, like, would, even, movie, also"
My Best Friend's Girl,1,1,0,0.18,"watch, one, dane, cook, good, could, recommend, interesting, concepts, rom"
My Best Friend's Wedding,3,3,0,0.17,"romantic, love, comedies, good, character, best, know, much, better, im"
My Big Fat Greek Wedding,1,1,0,0.3,"title, didnt, much, emmy, big, fat, greek, weddingem, simply, good"
My Blueberry Nights,1,1,0,0.07,"relationship, im, film, back, day, jude, law, swarthy, sexy, phase"
My Cousin Vinny,2,2,0,0.17,"vinny, marisa, movie, pesci, tomei, part, comedy, film, funny, cousin"
My Girl,1,1,0,0.15,"story, without, making, feels, girl, beautifully, childhood, characters, emotional, moments"
My Old Ass,4,4,0,0.22,"future, elliott, movie, old, it’s, self, stella, little, story, advice"
My Week with Marilyn,1,1,0,0.17,"olivier, clark, williams, sir, branagh, colin, redmayne, film, one, monroe"
Mystic River,3,3,0,0.14,"one, eastwood, river, sean, mystic, past, justice, three, abducted, bacon"
Nacho Libre,2,2,0,0.32,"fun, expected, emnacho, libreem, things, well, jack, black, good, wrestling"
Napoleon Dynamite,2,2,0,0.21,"school, bit, love, jon, heder, kip, girl, quite, pretty, movie"
Narc,2,2,0,0.23,"probably, movie, realistic, undercover, police, jason, patric, ray, dark, gritty"
National Lampoon's Animal House,3,2,1,0.03,"film, old, dated, current, years, seems, retard, appealing, public, comedies"
National Lampoon's Christmas Vacation,1,1,0,0.14,"emnational, vacationem, cast, dont, lampoons, christmas, unlike, predecessor, lampoon’s, european"
National Lampoon's Vacation,1,1,0,0.17,"candy, chase, wouldve, one, fairly, emnational, lampoon’s, vacationem, little, underwhelming"
National Lampoon's Van Wilder,1,1,0,0.05,"things, van, wilder, im, one, comedies, pretty, much, list, movie"
Nebraska,1,1,0,0.07,"payne, like, gives, characters, memories, old, prevent, fully, time, almost"
Neighbors,2,2,0,0.05,"one, comedy, movie, like, theres, bad, enjoyed, zac, otherwise, especially"
Neighbors 2: Sorority Rising,1,0,1,-0.01,"film, better, one, much, im, like, dont, know, thought, first"
Nerve,1,1,0,0.12,"little, years, nerve, made, makes, still, filming, way, movie, though"
Network,5,5,0,0.19,"network, best, media, television, time, story, satire, beale, even, us"
Never Been Kissed,2,2,0,0.21,"shes, high, school, watch, arquette, barrymore, well, movie, im, even"
"New York, I Love You",1,1,0,0.09,"confusing, would, thought, one, wouldve, honest, bit, really, didnt, think"
Next Friday,2,2,0,0.31,"tucker, first, movie, chris, one, good, still, really, hilarious, could"
Night at the Museum,2,2,0,0.16,"night, museum, stiller, ben, enough, job, history, film, comes, better"
Night at the Museum: Battle of the Smithsonian,1,1,0,0.12,"though, little, time, terrible, bit, daley, ben, stiller, museum, exhibits"
Night at the Museum: Secret of the Tomb,4,4,0,0.23,"movie, like, ben, time, cast, museum, stiller, would, see, one"
Night on Earth,1,1,0,0.13,"film, taxi, stories, five, quite, us, well, drivers, new, side"
Nightcrawler,6,6,0,0.12,"bloom, gyllenhaal, way, work, film, gilroy, world, louis, every, jake"
Nine,1,1,0,0.19,"director, luisa, women, life, “nine”, daylewis, wife, dance, musicals, famous"
No Country for Old Men,9,8,1,0.2,"film, country, bardem, nightfall, old, one, javier, great, coen, would"
No Hard Feelings,8,6,2,0.13,"comedy, lawrence, it’s, doesnt, jennifer, feldman, good, hard, could, andrew"
No Strings Attached,1,1,0,0.16,"film, comedy, think, strings, attached, romantic, natalie, portman, ashton, kutcher"
Nobody,14,14,0,0.16,"movie, action, john, nobody, odenkirk, wick, good, film, bob, life"
Nocturnal Animals,5,5,0,0.22,"film, one, ford, novel, would, director, tom, story, character, characters"
Nomadland,4,4,0,0.17,"life, film, movie, people, nomads, mcdormand, much, nomadland, one, frances"
Nonnas,2,2,0,0.1,"us, movie, see, whats, going, one, full, spoilerfree, review, httpsfandomwirecomnonnasreview"
Norbit,1,1,0,0.12,"murphy, get, going, eddie, makes, hes, wife, rasputia, orphanage, kate"
Not Another Teen Movie,3,2,1,0.09,"movie, like, movies, absolutely, everything, genre, doesnt, completely, seen, least"
Notes on a Scandal,2,2,0,0.24,"film, great, good, two, one, films, dench, story, also, blanchett"
Notorious,2,2,0,0.44,"grant, classic, hitchcock, story, romance, devlin, rio, good, thriller, alfred"
Notting Hill,1,1,0,0.37,"notting, hill, movie, film, charming, sweet, story, throughout, pleasant, great"
Now You See Me 2,5,5,0,0.14,"film, magic, one, see, time, new, better, first, horsemen, like"
Nuovo Cinema Paradiso,4,4,0,0.24,"film, movie, one, films, us, best, see, cinema, movies, ever"
Nyad,3,3,0,0.14,"film, swimmer, feel, nyad, story, watch, it’s, dream, life, bening"
"O Brother, Where Art Thou?",3,2,1,0.07,"well, mississippi, clooney, nelson, john, also, it’s, odyssey, three, chain"
Ocean's Eight,4,4,0,0.25,"really, movie, cast, enjoyed, going, one, lot, well, good, emoceans"
Ocean's Eleven,7,7,0,0.26,"heist, movie, film, cast, well, really, time, oceans, get, soderbergh"
October Sky,1,1,0,0.26,"even, one, times, would, ive, movie, said, im, gyllenhaal, chris"
Office Christmas Party,1,1,0,0.16,"film, turns, head, theres, christmas, films, office, watched, even, though"
Office Space,3,3,0,0.24,"seen, office, great, comedy, watch, scenes, like, etc, cast, ron"
Official Secrets,3,3,0,0.15,"political, film, secrets, events, war, yet, official, hood, without, ‘official"
Old,6,5,1,0.05,"film, really, old, movie, one, sense, shyamalan, people, acting, great"
Old School,1,1,0,0.35,"movie, really, first, ever, seen, ferrell, thought, hilarious, aint, good"
Oldeuboi,4,4,0,0.12,"film, oldboy, one, really, revenge, it’s, plot, would, vengeance, twist"
Omoide no Mânî,2,2,0,0.24,"movie, film, one, like, time, anna, story, studio, girl, narration"
On the Waterfront,4,4,0,0.18,"brando, cobb, marie, saint, malloy, big, boss, crime, almost, “the"
Once,2,2,0,0.21,"love, music, film, guy, watch, like, girl, make, movie, something"
Once Upon a Time in... Hollywood,14,14,0,0.21,"movie, film, it’s, time, tarantino, hollywood, one, story, great, dicaprio"
One Day,1,1,0,0.1,"stories, simple, original, story, hathaways, performance, good, movie, leaves, deja"
One Flew Over the Cuckoo's Nest,4,4,0,0.1,"mcmurphy, ratched, film, nurse, chief, nicholson, spirit, mental, fletcher, one"
One Hour Photo,1,1,0,0.19,"williams, still, building, ending, underwhelms, slightly, though, emone, hour, photoem"
Only Lovers Left Alive,1,0,0,0.0,"selfpreservation, everything, last, five, minutes, make, film"
Onward,7,7,0,0.17,"magic, one, story, pixar, good, two, characters, brothers, always, onward"
Oppenheimer,20,16,4,0.16,"film, movie, nolan, oppenheimer, also, like, story, life, watch, bomb"
Original Sin,1,1,0,0.21,"feel, film, original, sin, starts, stylish, scenes, character, script, feels"
Our Idiot Brother,1,1,0,0.38,"good, story, great, watch, cast, real, life, really, could, recommend"
Out of Sight,2,2,0,0.16,"clooney, sisco, always, start, car, foley, lopez, cheadle, one, entertaining"
Out of Time,1,1,0,0.18,"washington, film, franklin, work, good, lathan, cain, florida, also, given"
Out of the Furnace,1,1,0,0.16,"‘out, furnace’, tells, gripping, although, somewhat, predictable, story, focuses, mainly"
Over the Hedge,3,2,1,0.1,"story, way, still, like, animation, one, movie, fun, human, really"
Overboard,2,1,1,0.06,"remake, going, make, one, actors, wouldn’t, time, character, remakes, horrible"
P.S. I Love You,1,1,0,0.15,"though, butler, gerry, ireland, relationship, left, new, love, bates, makes"
PK,1,1,0,0.15,"pk, film, religion, aamir, films, satire, heart, god, human, religious"
Paddington,3,3,0,0.21,"family, plenty, paddington, go, museum, new, see, film, something, kids"
Paddington 2,3,3,0,0.24,"get, possibly, better, enough, hugh, grant, sequel, surprised, much, paddington"
Palm Springs,7,6,0,0.16,"movie, time, palm, springs, film, one, movies, really, story, andy"
Palmer,2,2,0,0.16,"palmer, movie, life, film, sam, timberlake, apple, tv, narrative, story"
Panic Room,3,3,0,0.2,"room, panic, movie, character, intruders, film, finchers, thriller, house, fincher"
Paper Moon,2,2,0,0.2,"daughter, tatum, kansas, ryan, oneal, o’neal, delightful, father, one, set"
Paper Towns,1,1,0,0.2,"film, one, usual, teen, love, like, crush, dont, different, tale"
ParaNorman,3,3,0,0.27,"story, animated, really, norman, films, film, see, curse, watch, could"
Parenthood,2,2,0,0.22,"us, parenthood, movie, like, one, good, life, well, years, also"
Passengers,4,4,0,0.26,"film, space, one, movie, also, story, scifi, first, scenes, science"
Past Lives,6,6,0,0.2,"movie, much, one, young, nora, film, years, best, greta, lee"
Paterson,5,5,0,0.18,"paterson, film, one, life, driver, bus, time, work, jarmusch, like"
Paths of Glory,3,3,0,0.09,"one, war, well, german, kirk, douglas, french, soldiers, cowardice, military"
Pawn Sacrifice,2,2,0,0.12,"bobby, film, fischer, chess, life, im, like, know, american, another"
Pay It Forward,1,1,0,0.23,"movie, world, like, great, real, must, film, man, change, films"
Peaky Blinders: The Immortal Man,1,1,0,0.23,"murphy, “beckett”, roth, “duke”, keoghan, “tommy”, country, get, see, go"
Per un pugno di dollari,6,6,0,0.21,"film, owner, cantina, says, one, town, would, joe, man, really"
Perfect Days,6,6,0,0.26,"movie, life, story, film, one, much, time, japan, work, watch"
Perfetti sconosciuti,1,1,0,0.11,"film, like, one, would, friends, theres, might, time, think, cell"
Persepolis,1,1,0,0.16,"times, girl, new, bit, belong, well, less, watch, marji, young"
Phantom Thread,4,3,1,0.2,"reynolds, phantom, thread, like, work, cinema, take, make, world, fashion"
Philadelphia,6,6,0,0.21,"film, aids, andrew, philadelphia, hanks, one, joe, though, denzel, well"
Philomena,1,1,0,0.21,"son, feelings, story, movie, mother, sometimes, wonderful, end, find, sense"
Pieces of a Woman,5,4,1,0.15,"film, movie, it’s, labeouf, story, one, best, even, make, pieces"
Pig,8,8,0,0.2,"cage, movie, pig, film, story, character, one, good, nicolas, movies"
Pineapple Express,2,2,0,0.13,"movie, like, gets, comedy, humour, things, story, would, watch, people"
Pinocchio,1,1,0,0.18,"jiminy, old, much, us, life, creations, one, pinocchio, little, made"
Pitch Perfect,6,5,1,0.31,"movie, good, cast, love, people, singing, comedy, jokes, competition, fact"
Pitch Perfect 2,6,6,0,0.21,"first, even, bellas, though, perfect, good, memorable, story, see, worlds"
Pitch Perfect 3,5,4,1,0.05,"perfect, also, pitch, didnt, like, would, characters, two, still, plot"
"Planes, Trains & Automobiles",2,2,0,0.24,"john, hughes, martin, candy, life, film, two, comedy, trains, written"
Platoon,3,3,0,0.18,"film, war, us, platoon, vietnam, much, one, stone, great, berenger"
Pokémon: Detective Pikachu,6,6,0,0.25,"pikachu, movie, pokémon, people, detective, even, fans, like, never, characters"
Police Academy,2,2,0,0.28,"film, many, films, well, comedy, one, also, franchise, movie, great"
Poor Things,12,11,1,0.19,"film, best, bella, stone, movie, lanthimos, woman, emma, one, life"
Popstar: Never Stop Never Stopping,3,3,0,0.22,"film, like, also, comedy, well, movie, good, still, would, success"
Portrait de la jeune fille en feu,5,4,1,0.4,"film, lady, women, one, story, two, marianne, paint, portrait, heloise"
Practical Magic,1,1,0,0.13,"genuinely, one, bizarre, films, ever, seen, entire, life, complete, total"
Precious,2,2,0,0.07,"little, might, rough, bullied, get, sidibe, anything, mother, monique, isnt"
Pretty Woman,8,7,1,0.15,"pretty, woman, edward, roberts, vivian, see, gere, back, movie, really"
Pretty in Pink,3,3,0,0.17,"andie, hughes, much, little, blane, john, really, 1980s, ringwald, prom"
Pride,1,1,0,0.19,"it’s, full, pride, dreamt, screenwriter, studio, right, mind, would’ve, backed"
Pride & Prejudice,5,5,0,0.36,"good, one, also, film, way, role, well, adaptation, knightley, version"
Primal Fear,11,11,0,0.25,"good, norton, performances, drama, edward, better, film, crime, role, solid"
Priscilla,4,4,0,0.14,"elvis, though, film, character, story, priscilla, life, relationship, one, elordi"
Prisoners,9,9,0,0.25,"film, one, jackman, find, thriller, gyllenhaal, best, prisoners, even, really"
Project Hail Mary,19,18,1,0.22,"movie, one, like, gosling, story, great, space, film, ryan, scifi"
Project X,1,1,0,0.06,"another, legacy, hangover, superbad, goes, bigger, even, crazier, epic, party"
Promising Young Woman,5,5,0,0.16,"one, every, best, film, fennell, young, woman, story, movie, promising"
Psycho,6,6,0,0.21,"perkins, film, anthony, years, scene, time, leigh, california, norman, hitchcock"
Pulp Fiction,6,5,0,0.2,"film, one, good, tarantino, travolta, films, many, really, jackson, dialogues"
Punch-Drunk Love,1,0,1,-0.4,"one, dumbest, worse, movies, ever, seen, adam, sandler, dont, get"
Qu'est-ce qu'on a fait au bon Dieu?,1,1,0,0.52,"one, seen, best, movies, ive, ever, great, fun, tears, sympathetically"
RED,3,3,0,0.4,"cast, movie, red, make, agents, like, team, retired, doesnt, john"
Rab Ne Bana Di Jodi,1,1,0,0.08,"surinder, dance, comes, taani, doesnt, shy, guy, anushka, sharma, married"
Rabbit Hole,1,1,0,0.18,"film, people, pain, father, us, live, go, leave, things, way"
Rachel Getting Married,1,1,0,0.07,"film, really, rachel, story, character, like, way, even, one, anne"
Raging Bull,4,4,0,0.23,"film, time, scorsese, made, martin, robert, de, niro, la, violence"
Raiders of the Lost Ark,5,5,0,0.26,"movie, action, watch, one, spielberg, raiders, favourite, im, lost, could"
Raising Arizona,2,2,0,0.12,"hunter, one, two, film, cage, takes, job, really, brothers, love"
Ralph Breaks the Internet,4,4,0,0.18,"internet, ralph, much, movie, like, first, one, even, get, characters"
Rang De Basanti,1,1,0,0.7,"bollywood, one, best, movie, 2006, must, watch, fans, performances, top"
Rashômon,3,3,0,0.22,"film, kurosawa, human, truth, rashomon, different, good, even, it’s, bandit"
Rear Window,5,4,1,0.16,"hitchcock, window, one, film, stewart, lives, grace, kelly, lb, photographer"
Rebecca,9,7,2,0.16,"film, first, mrs, one, rebecca, de, also, winter, best, fontaine"
Red Dragon,3,3,0,0.1,"fiennes, story, red, dragon, harris, ratner, norton, hopkins, lambs, good"
"Red, White & Royal Blue",3,3,0,0.08,"one, gay, make, it’s, prince, story, relationship, funny, none, work"
Reign Over Me,1,0,1,-0.04,"“charlie”, “alan”, bit, sandler, enough, cheadle, especially, veneer, one, flat"
Relatos salvajes,1,1,0,0.06,"best, character, everyone, illustrate, human, nature, next, sees, man, gets"
Remember Me,2,2,0,0.22,"movie, like, love, really, ending, robert, think, character, didnt, pattinson"
Remember the Titans,4,4,0,0.23,"film, schools, school, football, one, titans, 1971, high, race, team"
Rental Family,4,3,0,0.09,"fraser, one, rental, actor, daughter, family, work, story, sees, brendan"
Requiem for a Dream,4,2,2,-0.05,"movie, one, drugs, film, aronofsky, drug, way, darren, high, time"
Retfærdighedens ryttere,2,2,0,0.16,"mads, mikkelsen, time, film, trying, something, far, rather, great, go"
Revolutionary Road,3,3,0,0.25,"it’s, april, kate, story, leonardo, revolutionary, road, good, like, john"
Ricky Stanicky,3,2,1,0.05,"film, cast, characters, john, ricky, performance, plot, comedy, protagonists, stanicky"
Rio,1,1,0,0.17,"might, young, “blu”, “linda”, “tulio”, “nigel”, find, film, he’s, even"
Rio 2,1,0,1,-0.05,"well, eisenberg, naught, terrible, emrio, 2em, boring, colourful, meant, followup"
Rise of the Planet of the Apes,1,1,0,0.03,"quite, bit, caesar, well, rodman, engaging, effort, james, franco, experimentation"
Risky Business,1,1,0,0.05,"teen, cruise, prostitution, wouldn’t, comedy, tom, rebecca, de, mornay, “risky"
Road to Perdition,4,4,0,0.08,"film, son, movie, hanks, father, mendes, road, perdition, story, tom"
Robots,1,1,0,0.14,"big, new, rodney, weld, rather, little, creative, sort, robot, grand"
Rock of Ages,1,1,0,1.0,"movie, great"
Rocketman,4,4,0,0.13,"elton, john, movie, film, never, musical, fantasy, music, see, time"
Rocky,3,3,0,0.2,"rocky, story, inspiring, well, movie, film, training, characters, great, creed"
Rocky Balboa,4,4,0,0.09,"rocky, stallone, story, film, felt, balboa, within, boxing, years, fight"
Rocky II,4,4,0,0.2,"rocky, film, creed, fight, sequel, ii, much, adrian, first, apollo"
Rocky III,3,3,0,0.2,"rocky, film, get, great, time, mr, stallone, back, still, bad"
Rocky IV,3,3,0,0.2,"rocky, film, like, fight, iv, drago, movies, little, iii, see"
Roman Holiday,3,3,0,0.26,"film, peck, audrey, hepburn, gregory, first, princess, rome, journalist, wants"
Romeo + Juliet,3,3,0,0.16,"still, film, dicaprio, modern, story, much, love, well, didnt, bad"
Roofman,4,4,0,0.2,"story, tatum, it’s, channing, store, dunst, works, comedy, one, especially"
Room,4,3,1,0.1,"movie, like, well, story, mother, know, tale, room, also, boy"
Rope,6,4,0,0.12,"film, stewart, ever, murder, play, would, part, john, hes, tension"
Roxanne,2,2,0,0.2,"martin, way, story, steve, watch, back, choice, cirano, certainly, breezy"
Ruby Sparks,1,1,0,0.46,"interesting, comedy, zoe, kazan, catch, attention, cast, well, chosen, main"
Rumor Has It...,1,1,0,0.1,"enough, aniston, quite, bore, weird, seems, came, mildly, interesting, connection"
Runaway Bride,1,1,0,0.09,"film, movie, romantic, friend, altar, problems, pretty, ive, particularly, comedies"
Runaway Jury,1,1,0,0.07,"jury, one, less, quite, money, private, jurors, case, hoffman, proceeds"
Rush,2,2,0,0.52,"racing, movie, awesome, film, storytelling, every, race, scenes, best, since"
Rush Hour 2,3,2,1,0.01,"rush, hour, ist, und, jahre, nun, den, ersten, teil, nach"
S1m0ne,1,1,0,0.12,"good, surprise, knowing, comedy, pacino, plays, well, role, another, middle"
Sabrina,3,3,0,0.28,"film, great, one, us, bogart, romantic, films, original, brother, david"
Safety Not Guaranteed,3,3,0,0.16,"watch, movie, story, time, travel, little, comedy, scenes, really, recommend"
Saturday Night Fever,3,3,0,0.21,"dance, night, fever, story, soundtrack, disco, john, tony, life, one"
Saul fia,3,2,1,0.13,"film, like, one, place, movie, saul, prisoners, story, time, us"
Sausage Party,5,4,1,-0.01,"film, like, films, know, rogen, supermarket, animated, especially, made, story"
Saving Mr. Banks,2,2,0,0.53,"thompson, travers, film, disney, hanks, farrell, well, watch, nicely, great"
Saving Private Ryan,6,6,0,0.14,"war, movie, film, one, ryan, really, spr, men, also, characters"
Saving Silverman,1,1,0,0.18,"watch, best, lot, trash, amanda, recommend, steve, zahn, movie, comedic"
Say Anything...,2,2,0,0.29,"love, movie, dont, make, honest, say, relationship, romantic, movies, beautiful"
Scary Movie,2,2,0,0.37,"movie, good, first, review, scary, particular, film, great, always, laugh"
Schindler's List,4,4,0,0.13,"film, list, schindler, spielberg, schindler’s, one, movie, well, holocaust, good"
School of Rock,2,2,0,0.18,"rock, black, kids, dewey, it’s, ned, hardcore, jack, show, he’s"
Scooby-Doo,1,1,0,0.26,"liveaction, viewing, well, like, scrappydoo, better, time, cartoon, part, film"
Scooby-Doo 2: Monsters Unleashed,1,1,0,0.12,"velma, daphne, first, film, cardellini, good, gellar, sure, unfortunately, whereas"
Scott Pilgrim vs. the World,3,3,0,0.14,"film, style, really, fun, edgar, effects, scott, pilgrim, world, every"
Scrooged,5,4,1,0.09,"christmas, film, bill, watch, know, didnt, get, one, funny, present"
Se7en,7,5,2,0.12,"one, movie, seven, film, fincher, pitt, freeman, work, se7en, ive"
Searching,7,7,0,0.25,"film, david, searching, plot, online, computer, story, margot, social, one"
Secondhand Lions,2,2,0,0.19,"texas, boy, it’s, secondhand, lions, entertaining, reminded, interested, time, apparently"
Secret Window,4,3,1,0.17,"depp, film, good, johnny, movie, writer, half, watch, stephen, divorce"
Secret in Their Eyes,1,1,0,0.21,"film, seen, kind, might, havent, original, reasons, wont, films, yet"
Secretary,1,1,0,0.06,"bdsm, movie, people, dominance, submission, shainberg, secretary, maggie, first, film"
See How They Run,3,3,0,0.18,"movie, film, see, really, well, rather, director, theatre, minutes, run"
Selma,1,1,0,0.04,"selma, town, left, see, movie, civil, rights, white, people, one"
Sen to Chihiro no kamikakushi,2,2,0,0.26,"would, quite, new, great, anime, house, chihiro, parents, isnt, dad"
Senior Year,1,1,0,0.17,"film, also, good, young, well, school, comedy, years, way, dance"
Serpico,1,1,0,0.14,"frank, serpico, pacino, lumet, nypd, expose, corruption, force, man, life"
Set It Up,1,1,0,0.15,"set, don’t, time, least, way, love, two, first, sex, typical"
Seven Pounds,1,1,0,0.18,"it’s, “tim”, smith, accident, six, help, helps, “emily”, dawson, indeed"
Seven Psychopaths,4,4,0,0.16,"seven, psychopaths, great, mcdonagh, harrelson, one, rockwell, walken, film, farrell"
Sex and the City,1,1,0,0.22,"it’s, end, one, television, earlier, four, women, wedding, nixon, didn’t"
Sex and the City 2,1,1,0,0.33,"movie, cant, help, awesome, sex, city, theyre, course, success, okay"
Sexy Beast,3,3,0,0.12,"gal, kingsley, film, well, sexy, glazer, winstone, first, beast, ray"
Shakespeare in Love,2,2,0,0.26,"best, much, remembered, bit, story, ryan, picture, sees, well, oscars"
Shallow Hal,4,4,0,0.12,"hal, movie, shallow, jack, black, beauty, might, paltrow, actually, never"
Shame,3,3,0,0.09,"sex, fassbender, film, hes, brandon, mulligan, addiction, mcqueen, it’s, got"
Shaun of the Dead,3,3,0,0.24,"two, good, movie, definitely, quickly, fun, quite, shaun, one, best"
She Said,4,4,0,0.16,"story, two, many, one, movie, film, even, victims, women, reporters"
She's Out of My League,3,3,0,0.19,"she’s, league, romcom, good, profane, pittsburgh, relationship, family, it’s, little"
Shi mian mai fu,1,1,0,0.22,"police, helps, love, big, though, story, isnt, really, strong, combination"
Shine,1,1,0,0.11,"film, also, one, cinema, helfgott, –, even, music, musical, talent"
Shooter,3,3,0,0.22,"happened, ah, last, tv, oswald, shooter, president, details, didnt, official"
Short Term 12,1,1,0,0.33,"one, films, film, seen, would, watch, really, feel, characters, story"
Shot Caller,3,2,0,0.15,"movie, acting, slow, gang, seen, would, watchable, good, ends, deal"
Shrek,4,3,1,0.24,"great, murphy, eddie, funny, fun, shrek, humor, myers, diaz, lithgow"
Shrek 2,2,1,0,0.09,"thing, kids, one, fiona, return, home, well, though, open, discover"
Shrek Forever After,2,2,0,0.08,"shrek, first, movie, life, time, story, dreamworks, safe, series, place"
Shrek the Third,1,1,0,0.17,"much, prince, quite, fiona, rather, find, get, take, donkey, charming"
Shutter Island,11,11,0,0.31,"island, film, movie, shutter, scorsese, us, really, story, first, good"
Sicario,10,10,0,0.3,"great, good, one, del, toro, well, movie, film, blunt, cartel"
Sicario: Day of the Soldado,3,3,0,0.23,"one, film, first, know, gillick, graver, sicario, would, border, sequel"
Sideways,1,1,0,0.18,"merlot, miles, anyone, orders, im, leaving, drinking, fucking, get, older"
Signs,7,7,0,0.14,"film, aliens, story, alien, movie, really, also, night, one, much"
Silver Linings Playbook,4,4,0,0.2,"film, best, good, lawrence, movie, great, one, get, jennifer, shes"
Sin City,1,1,0,0.17,"city, sin, stories, frank, miller, well, place, three, robert, adaptation"
Sing,3,3,0,0.25,"film, music, sing, good, songs, zootopia, characters, hit, cast, movie"
Sing 2,1,1,0,0.25,"buster, show, jimmy, “sing, 2”, enjoyable, new, film, crew, crystal"
Sing Street,2,1,1,0.1,"film, one, school, love, dont, films, brother, would, know, 80s"
Singin' in the Rain,4,4,0,0.36,"film, kelly, singing, reynolds, rain, well, oconnor, movie, make, good"
Sister Act,3,3,0,0.21,"time, film, mary, convent, goldberg, police, great, good, one, well"
Sister Act 2: Back in the Habit,1,1,0,0.18,"school, first, dame, maggie, help, save, mary, little, early, reverend"
Sisters,2,2,0,0.22,"movie, party, sisters, one, really, like, throw, comedy, great, issue"
Sixteen Candles,2,2,0,0.19,"hughes, film, really, john, one, still, day, jake, even, ted"
Sky High,2,2,0,0.24,"movie, watch, movies, like, part, world, show, powers, good, forget"
Slap Shot,1,1,0,0.07,"movie, newman, hockey, team, one, sports, funny, cynical, paul, coach"
Sleeping with Other People,2,2,0,0.35,"film, story, good, half, love, first, romance, people, life, particularly"
Sleepless in Seattle,3,3,0,0.11,"hanks, like, film, young, ryan, one, two, didnt, films, tom"
Sliding Doors,2,2,0,0.22,"paltrow, john, hannah, also, relationship, us, well, gwyneth, concept, peter"
Slow West,2,2,0,0.12,"west, western, movie, like, maclean, old, one, fassbender, tough, new"
Slumdog Millionaire,2,2,0,0.2,"great, mumbai, slums, millionaire, story, it’s, jamal, young, man, little"
Smultronstället,2,2,0,0.36,"life, great, thulin, sjöström, man, rather, bergman, ingrid, victor, start"
Snatch,2,1,1,0.18,"ritchie, snatch, evil, dead, british, gangster, raimi, remade, film, ii"
Sneakers,1,1,0,0.37,"film, one, night, cast, suspense, films, ever, make, great, top"
Snow White and the Huntsman,3,3,0,0.2,"snow, white, story, film, dark, much, movie, huntsman, really, quite"
Solace,3,3,0,0.14,"film, would, actors, movie, solace, good, one, like, wide, well"
Solaris,1,1,0,0.26,"film, dreamy, 2001, feel, story, romantic, lends, inevitable, doom, music"
Some Like It Hot,3,3,0,0.27,"good, curtis, lemmon, film, one, best, comedy, movie, like, marilyn"
Something's Gotta Give,1,1,0,0.19,"hamptons, dating, people, well, episode, lifelong, ‘ladies, man’, jack, nicholson"
Sonic the Hedgehog,11,10,1,0.21,"sonic, movie, carrey, film, good, people, jim, fun, like, much"
Sorry to Bother You,4,3,1,0.1,"film, riley, voice, white, sorry, also, people, cash, bother, much"
Soul,9,9,0,0.23,"life, soul, film, movie, pixar, one, really, animation, year, story"
Soul Surfer,1,1,0,0.27,"movie, makes, mediocre, based, amazing, true, story, perseverance, family, stick"
Sound of Metal,4,4,0,0.24,"sound, metal, ahmed, lou, rubens, riz, story, also, hearing, cooke"
Source Code,2,2,0,0.2,"film, story, movies, source, code, science, train, scifi, another, like"
Southpaw,3,3,0,0.13,"one, well, boxing, movie, story, make, movies, actors, new, handle"
Spanglish,2,1,1,0.07,"movie, overview, says, woman, daughter, emigrate, mexico, better, life, america"
Spencer,6,4,1,0.04,"diana, one, film, family, stewart, time, spencer, going, story, like"
Spider-Man: Far from Home,16,15,1,0.4,"spiderman, movie, still, far, one, film, time, like, really, love"
Spirited,3,3,0,0.16,"story, christmas, ferrell, reynolds, fact, better, present, save, ryan, clint"
Spotlight,5,3,2,0.06,"story, film, even, boston, church, movie, children, well, shocking, documentary"
Spring Breakers,2,1,1,-0.02,"movie, would, one, great, short, description, tedious, redundant, gratuitous, ive"
Spy,4,4,0,0.16,"like, movie, melissa, shi, mccarthy, jason, statham, spy, action, well"
St. Elmo's Fire,1,1,0,0.25,"much, lives, well, roles, script, joel, schumacher, films, one, beautifully"
St. Vincent,2,2,0,0.26,"movie, see, like, great, watch, would, feel, also, character, actors"
Stand by Me,5,5,0,0.27,"age, film, four, one, like, think, it’s, boy, people, friends"
Stardust,1,1,0,0.16,"star, pfeiffer, quite, young, wall, encounters, neither, later, cox, wants"
State of Play,3,3,0,0.3,"movie, story, cast, interesting, plot, familiar, thriller, conspiracy, high, government"
Steel Magnolias,2,2,0,0.26,"stage, time, perhaps, tell, start, adapted, dialoguefor, parthas, earnest, theatrics"
Step Brothers,1,1,0,0.34,"good, ferrell, reilly, two, laugh, time, there’s, film, click, video"
Steve Jobs,1,1,0,0.15,"like, film, films, narration, version, movie, different, felt, one, place"
Still Alice,2,2,0,0.17,"moore, life, disease, julianne, quite, still, alice, film, story, children"
Stoker,1,1,0,0.04,"film, really, movie, disturbing, india, world, mystery, story, alice, may"
Straight Outta Compton,3,3,0,0.29,"film, rap, good, real, music, know, movie, like, actual, half"
Stranger Than Fiction,2,1,1,0.16,"role, form, however, ferrell, one, people, leading, funny, exception, comes"
